underlying,upx,type,expiration,data_date,strike,bid,ask,implied_vol,delta,dly_opt_pnl,dly_dh_pnl
SPY,270.9100036621094,call,2018-07-20,2018-06-28,281,0.20999999344348907,0.2199999988079071,0.09912046872970529,0.07410279313982804,0,0.07514319540178549
SPY,271.3399963378906,call,2018-07-20,2018-06-29,281,0.17000000178813934,0.18000000715255737,0.09224809539403861,0.06784629992850527,0.03999999165534973,0.03186365830505911
SPY,271.8399963378906,call,2018-07-20,2018-07-02,281,0.15000000596046448,0.1599999964237213,0.09088203632971235,0.06386948901856837,0.02000001072883606,0.033923149964252636
SPY,270.8999938964844,call,2018-07-20,2018-07-03,281,0.10000000149011612,0.10999999940395355,0.09896124152059063,0.04416603612351366,0.04999999701976776,-0.06003747560882394
SPY,273.0199890136719,call,2018-07-20,2018-07-05,281,0.1599999964237213,0.17000000178813934,0.09120420661476081,0.07186595328156747,-0.06000000238418579,0.0936317809273757
SPY,275.3599853515625,call,2018-07-20,2018-07-06,281,0.27000001072883606,0.2800000011920929,0.08321635942242997,0.1226559180813867,-0.10999999940395355,0.16816606749788662
SPY,277.8999938964844,call,2018-07-20,2018-07-09,281,0.5299999713897705,0.5400000214576721,0.07530742504642093,0.2331904457866566,-0.2600000202655792,0.31154708001195974
SPY,278.80999755859375,call,2018-07-20,2018-07-10,281,0.699999988079071,0.7099999785423279,0.07382726845006915,0.30340115000416207,-0.16999995708465576,0.21220415963477518
SPY,276.9100036621094,call,2018-07-20,2018-07-11,281,0.25999999046325684,0.27000001072883606,0.0793599966338142,0.14225354658001388,0.4399999678134918,-0.5764603331942483
SPY,279.2900085449219,call,2018-07-20,2018-07-12,281,0.6399999856948853,0.6499999761581421,0.07743269496393172,0.3048172857620789,-0.37999996542930603,0.33856413545782843
SPY,279.55999755859375,call,2018-07-20,2018-07-13,281,0.6200000047683716,0.6299999952316284,0.07397691802257202,0.3285539086256329,0.019999980926513672,0.08229731833304174
SPY,279.3900146484375,call,2018-07-20,2018-07-16,281,0.38999998569488525,0.4099999964237213,0.07073259961685935,0.265303519479066,0.2199999988079071,-0.05584854953139572
SPY,280.42999267578125,call,2018-07-20,2018-07-17,281,0.6399999856948853,0.6600000262260437,0.07138381230271122,0.41321869144248036,-0.2500000298023224,0.2759098308351932
SPY,281.05999755859375,call,2018-07-20,2018-07-18,281,0.6899999976158142,0.7200000286102295,0.06686536919365718,0.5185777581152973,-0.06000000238418579,0.2603297932781544
SPY,279.9599914550781,call,2018-07-20,2018-07-19,281,0.12999999523162842,0.14000000059604645,0.07040168433489348,0.19632896926004328,0.580000028014183,-0.5704386990742765
SPY,279.7200012207031,call,2018-07-20,2018-07-20,281,0,0,0,0,0.14000000059604645,-0.04711703534731996
SPY,279.7200012207031,call,2018-08-17,2018-07-20,283,1.350000023841858,1.3700000047683716,0.08034707087331465,0.33015816554095967,-0.019999980926513672,0
SPY,280.239990234375,call,2018-08-17,2018-07-23,283,1.440000057220459,1.4700000286102295,0.07815481848014635,0.35927413275550557,-0.10000002384185791,0.17167861885535926
SPY,281.54998779296875,call,2018-08-17,2018-07-24,283,1.9500000476837158,1.9900000095367432,0.08309722799217119,0.4318119398541472,-0.5199999809265137,0.47064823677559914
SPY,284.1400146484375,call,2018-08-17,2018-07-25,283,3.259999990463257,3.309999942779541,0.08895510512899145,0.5800418382845921,-1.3199999332427979,1.1184045207342979
SPY,283.29998779296875,call,2018-08-17,2018-07-26,283,2.799999952316284,2.8299999237060547,0.0896761809949568,0.536059505511162,0.48000001907348633,-0.4872507214545191
SPY,281.4599914550781,call,2018-08-17,2018-07-27,283,1.7599999904632568,1.7999999523162842,0.08690118145569592,0.41601941536041326,1.0299999713897705,-0.9863475270319974
SPY,279.8999938964844,call,2018-08-17,2018-07-30,283,1.1399999856948853,1.149999976158142,0.0875338938976751,0.3114083496992971,0.6499999761581421,-0.6489892722898439
SPY,281.19000244140625,call,2018-08-17,2018-07-31,283,1.659999966621399,1.7000000476837158,0.08372208751862466,0.4298202300319229,-0.5500000715255737,0.40171943207211264
SPY,280.8900146484375,call,2018-08-17,2018-08-01,283,1.2300000190734863,1.25,0.08480225359328097,0.3556340143675527,0.4500000476837158,-0.128940822180597
SPY,282.3599853515625,call,2018-08-17,2018-08-02,283,1.7599999904632568,1.7899999618530273,0.08161630407014707,0.47810144237221003,-0.5399999618530273,0.5227715821550378
SPY,283.6199951171875,call,2018-08-17,2018-08-03,283,2.190000057220459,2.2200000286102295,0.07866135939654383,0.5752598864074391,-0.43000006675720215,0.6024124863483828
