month,year,monthly_pnl
1,2018,0.09196286953290339
2,2018,-2.7590903514526017
3,2018,-0.3402697750930036
4,2018,-1.174222358850006
5,2018,1.4872056037679218
6,2018,0.6444691435795182
7,2018,0.5165558815121913
8,2018,0.1955256377067815
9,2018,0.7537010968758309
10,2018,-0.13353659857727593
11,2018,-0.9795373582955208
12,2018,-2.08552647065899
