date,adjusted,return,realized_vol,vix
2014-12-08,189.726563,-0.006705110345956555,0.11851646747344628,14.21
2014-12-09,189.59797700000001,-0.0006779735628255068,0.10605416485785918,15.35
2014-12-10,186.558502,-0.01616104639122007,0.11015362182728798,18.530001000000002
2014-12-11,187.50431799999998,0.005057000937073397,0.10065055404485021,20.08
2014-12-12,184.473953,-0.0162935971160989,0.1102213720519139,21.08
2014-12-15,183.206741,-0.006893029947921292,0.11027038390463946,20.42
2014-12-16,181.73748799999998,-0.008051975186366356,0.11264422125277014,23.57
2014-12-17,185.30043,0.019415181621631916,0.11837856609635983,19.440001000000002
2014-12-18,189.882645,0.024427769586656822,0.12953843004911803,16.809998999999998
2014-12-19,190.690521,0.0042455815893971405,0.1219211233498875,16.49
2014-12-22,191.567703,0.004589481584041266,0.120119973282026,15.25
2014-12-23,191.826248,0.0013487173624806559,0.11764754141119307,14.8
2014-12-24,191.844696,9.616573943294071e-05,0.11672511488049403,14.37
2014-12-26,192.463348,0.0032195658875755484,0.11657984096147335,14.5
2014-12-29,192.72186299999998,0.0013422895346559827,0.11394151451566095,15.06
2014-12-30,191.687714,-0.005380466859874922,0.11492564422765136,15.92
2014-12-31,189.785645,-0.009972307203141462,0.11738580228666418,19.200001
2015-01-02,189.684052,-0.0005354472477270278,0.11441574499610335,17.790001
2015-01-05,186.258423,-0.018224723425208644,0.1233329452547346,19.92
2015-01-06,184.504105,-0.009463367842599268,0.12526446751196868,21.120001000000002
2015-01-07,186.80320700000001,0.012383981186028237,0.12800791826901142,19.309998999999998
2015-01-08,190.118027,0.01758938029415269,0.13468917317535706,17.01
2015-01-09,188.594528,-0.008045718043083738,0.13627795822113806,17.549999
2015-01-12,187.117142,-0.007864507454584668,0.13749737115834854,19.6
2015-01-13,186.590866,-0.0028165109477695793,0.13764126850259803,20.559998999999998
2015-01-14,185.464355,-0.006055630341441187,0.1383932683774862,21.48
2015-01-15,183.765396,-0.009202784910813833,0.14007193847860763,22.389999
2015-01-16,186.17533899999998,0.013028990124464457,0.14392566514314065,20.950001
2015-01-20,186.572357,0.0021302245695666855,0.14402392411267453,19.889999
2015-01-21,187.51419099999998,0.005035390847726973,0.14385302365259048,18.85
2015-01-22,190.302704,0.014761455464804563,0.1483558554796239,16.4
2015-01-23,189.259323,-0.005497829360641582,0.14896115978039276,16.66
2015-01-26,189.70251499999998,0.002338980644548627,0.14848881870167602,15.52
2015-01-27,187.200287,-0.0132780374665451,0.15180339694142242,17.219998999999998
2015-01-28,184.799545,-0.012907400078634446,0.15486869951020993,20.440001000000002
2015-01-29,186.507751,0.009201101458639727,0.15656926594307097,18.76
2015-01-30,184.162384,-0.012654908387209396,0.15933070307293232,20.969998999999998
2015-02-02,186.44311499999998,0.012308288998224448,0.1617038055409846,19.43
2015-02-03,189.139313,0.014357670197679973,0.1648687681555438,17.33
2015-02-04,188.419083,-0.0038152025289619473,0.16479993524948633,18.33
2015-02-05,190.321167,0.010044350932247426,0.1667216684555442,16.85
2015-02-06,189.794861,-0.002769187814027241,0.16679765347657582,17.290001
2015-02-09,188.94534299999998,-0.004486027180110597,0.16634968907281905,18.549999
2015-02-10,190.958282,0.010597202581768883,0.1683883737420856,17.23
2015-02-11,191.06909199999998,0.0005801155134372848,0.1633259654455079,16.959999
2015-02-12,192.906555,0.00957079981678266,0.16445866317642044,15.34
2015-02-13,193.700638,0.0041079634889404915,0.15902238302551386,14.69
2015-02-17,194.00531,0.0015716656620137215,0.1577335226658749,15.8
2015-02-18,194.023819,9.540005443309241e-05,0.1559972616825569,15.45
2015-02-19,193.885315,-0.0007141054115304968,0.14949091341085557,15.29
2015-02-20,195.048721,0.005982554172495824,0.13818321674562686,14.3
2015-02-23,195.021072,-0.00014176437418367271,0.13789702595595452,14.56
2015-02-24,195.575027,0.0028364613616087553,0.13764682937756453,13.69
2015-02-25,195.408829,-0.0008501528002220482,0.1376681796898418,13.84
2015-02-26,195.177979,-0.0011820677101841426,0.13772342782472285,13.91
2015-02-27,194.513199,-0.0034118331766288534,0.13784983503032033,13.34
2015-03-02,195.74125700000002,0.006293647822499082,0.138621855411209,13.04
2015-03-03,194.937943,-0.004112402872369358,0.13833302884322743,13.86
2015-03-04,194.11618,-0.004224421094644271,0.13638679361494485,14.23
2015-03-05,194.328537,0.0010933706232139073,0.13636641455368706,14.04
2015-03-06,191.59541299999998,-0.014164291668115503,0.1332528114140293,15.2
2015-03-09,192.38945,0.0041357782992133,0.131040055709997,15.06
2015-03-10,189.26853899999998,-0.016354855158716042,0.13455131138140822,16.690001000000002
2015-03-11,188.825348,-0.0023443447155209185,0.127493475019222,16.870001000000002
2015-03-12,191.22605900000002,0.01263377999730153,0.12967827859461253,15.42
2015-03-13,190.053421,-0.006151087371988773,0.12907933712682235,16.0
2015-03-16,192.592621,0.013271990265751654,0.13260532659231308,15.61
2015-03-17,192.020157,-0.0029768351728707287,0.13184586853624458,15.66
2015-03-18,194.328537,0.01194986552494548,0.13213608594784543,13.97
2015-03-19,193.442123,-0.004571854631674199,0.12956707690921268,14.07
2015-03-20,195.149399,0.008787052154006325,0.13097031547572122,13.02
2015-03-23,194.769135,-0.0019504798433374049,0.13078808201217074,13.41
2015-03-24,193.674713,-0.005634919443327391,0.12699260998683018,13.62
2015-03-25,190.83667,-0.014762083329334708,0.131589562014917,15.44
2015-03-26,190.382202,-0.0023842902263142562,0.13162574678549124,15.8
2015-03-27,190.81811499999998,0.0022870557581828876,0.12736600842704998,15.07
2015-03-30,193.146057,0.012125977862597281,0.12597584017844193,14.51
2015-03-31,191.458054,-0.008777929254423888,0.12652391442442326,15.29
2015-04-01,190.780991,-0.0035426192952288105,0.12255246189591394,15.11
2015-04-02,191.467346,0.0035911509413502074,0.11935745190697845,14.67
2015-04-06,192.756531,0.006710618028146875,0.1153556236990164,14.74
2015-04-07,192.246399,-0.0026500177468129493,0.11512584106909517,14.78
2015-04-08,192.89563,0.0033713880390022766,0.11285601556363326,13.98
2015-04-09,193.748932,0.004413890530113207,0.11301900126559423,13.09
2015-04-10,194.806244,0.005442288122627481,0.1129482474405443,12.58
2015-04-13,193.92514,-0.004533235777571143,0.11088350992975021,13.94
2015-04-14,194.296143,0.0019112971348418384,0.11094715482587426,13.67
2015-04-15,195.167969,0.004477061836421825,0.10904418892522307,12.84
2015-04-16,195.11228899999998,-0.0002853334199537372,0.1086258501486709,12.6
2015-04-17,192.86781299999998,-0.011570186343200284,0.11229360911503848,13.89
2015-04-20,194.630005,0.009095298430888299,0.11455080939592895,13.3
2015-04-21,194.398132,-0.001192063017580125,0.11457700733958669,13.25
2015-04-22,195.35347,0.004902301406151999,0.11426409707083941,12.71
2015-04-23,195.845032,0.0025131091054841903,0.11442348680036978,12.48
2015-04-24,196.299484,0.002317779211002957,0.11435428848543822,12.29
2015-04-27,195.483307,-0.004166483058757997,0.11480913825053633,13.12
2015-04-28,196.104706,0.003173741284023812,0.11502694262273853,12.41
2015-04-29,195.297806,-0.004123127054022291,0.11517400480557369,13.39
2015-04-30,193.34083600000002,-0.010070982804617046,0.11672650211459376,14.55
2015-05-01,195.43692,0.0107830464970462,0.11940316137834589,12.7
2015-05-04,195.993423,0.002843435032064079,0.11909880015239019,12.85
2015-05-05,193.748932,-0.011517946584850058,0.12249415701900582,14.31
2015-05-06,192.951294,-0.004125361598437571,0.11777234819882082,15.15
2015-05-07,193.721054,0.003981464000919033,0.1177409956926586,15.13
2015-05-08,196.271622,0.013080268027108488,0.11438658847457872,12.86
2015-05-11,195.3349,-0.004784005035234351,0.11496196477294673,13.85
2015-05-12,194.750595,-0.0029957814093908297,0.11139873297191279,13.86
2015-05-13,194.787689,0.00019045111423299232,0.11017061868965944,13.76
2015-05-14,196.81883200000001,0.010373480037570104,0.10833263446111062,12.74
2015-05-15,197.032166,0.001083323500242983,0.1079837940949364,12.38
2015-05-18,197.644302,0.003101965992261313,0.10438973876839304,12.73
2015-05-19,197.579391,-0.0003284772736726893,0.10366177339359775,12.85
2015-05-20,197.44026200000002,-0.000704415614242393,0.10158663585281488,12.88
2015-05-21,198.015305,0.002908257985442475,0.10162871612444868,12.11
2015-05-22,197.542282,-0.0023916781830264355,0.10075298261137784,12.13
2015-05-26,195.418396,-0.010809766983798319,0.09749259632965956,14.06
2015-05-27,197.273315,0.009447272474195856,0.09957805707986148,13.27
2015-05-28,197.050705,-0.0011290715876182134,0.0996258938630348,13.31
2015-05-29,195.82646200000002,-0.006232212331707565,0.09686932178089232,13.84
2015-06-01,196.225296,0.0020345994091126585,0.0942061361698842,13.97
